client_id;sexe;type_conduite;formule;type_vehicule;usage_vehicule;Tranche d'age;Revenus_tranche;Enfants;Enfants accompagne;Tarif devis;Tranche d'age vehicule
1138;F;Highly Urban/ Urban;dev_integral;Sports Car;Private;[0_25];[20k_40k];Non;Non;[300_600];[0_5]
1139;F;Highly Urban/ Urban;dev_express;z_SUV;Private;[40_60];[20k_40k];Non;Non;[0_300];[10 et +]
1140;M;Highly Urban/ Urban;dev_integral;Pickup;Private;[0_25];[20k_40k];Non;Non;[300_600];[0_5]
1141;M;z_Highly Rural/ Rural;dev_integral;Sports Car;Private;[60 et +];[0_20k];Oui;Oui;[0_300];[10 et +]
1142;F;z_Highly Rural/ Rural;dev_express;Pickup;Commercial;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
1143;F;Highly Urban/ Urban;dev_integral;Pickup;Private;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1144;F;z_Highly Rural/ Rural;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Oui;Oui;[0_300];Non renseigné
1145;M;Highly Urban/ Urban;dev_express;Sports Car;Private;[60 et +];[0_20k];Oui;Non;[0_300];[5_10]
1146;M;Highly Urban/ Urban;dev_express;Minivan;Private;[40_60];[60k et +];Non;Non;[0_300];[10 et +]
1147;M;Highly Urban/ Urban;dev_integral;z_SUV;Private;[60 et +];[60k et +];Oui;Non;[0_300];[0_5]
1148;F;z_Highly Rural/ Rural;dev_express;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[0_300];[5_10]
1149;F;Highly Urban/ Urban;dev_premium;Minivan;Private;[0_25];[40k_60k];Non;Non;[300_600];[5_10]
1150;M;Highly Urban/ Urban;dev_express;Minivan;Commercial;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1151;M;Highly Urban/ Urban;dev_express;Pickup;Commercial;[60 et +];[20k_40k];Oui;Oui;[0_300];[5_10]
1152;M;Highly Urban/ Urban;dev_integral;Panel Truck;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[10 et +]
1153;M;z_Highly Rural/ Rural;dev_integral;z_SUV;Private;[60 et +];[20k_40k];Non;Non;[300_600];[5_10]
1154;F;Highly Urban/ Urban;dev_express;Minivan;Private;[60 et +];[60k et +];Non;Non;[0_300];[10 et +]
1155;M;z_Highly Rural/ Rural;dev_express;Minivan;Private;[0_25];[40k_60k];Non;Non;[0_300];[0_5]
1156;F;Highly Urban/ Urban;dev_integral;Minivan;Private;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
1157;F;Highly Urban/ Urban;dev_premium;Van;Commercial;[60 et +];[60k et +];Non;Non;[300_600];[0_5]
1158;M;z_Highly Rural/ Rural;dev_integral;Minivan;Private;[60 et +];[40k_60k];Non;Oui;[300_600];[0_5]
